Genre,year,sum
Dark Trap,2015,4116.000000000001
Dark Trap,2017,1.6
Dark Trap,2018,2839.9
Dark Trap,2019,649.8000000000001
Dark Trap,2020,169.85
Deep Big Room,2017,27.20000000000001
Deep Big Room,2018,534.0500000000002
Deep Disco House,2018,8.0
Deep Euro House,2016,7692.099999999998
Deep Euro House,2017,2625.8500000000004
Deep Euro House,2018,119552.8
Deep Euro House,2019,1687.2000000000003
Deep German Hip Hop,2017,3727.4999999999995
Deep German Hip Hop,2018,5164.75
Deep German Hip Hop,2019,8284.95
Deep German Hip Hop,2020,36061.4
Deep Groove House,2014,64.00000000000001
Deep Groove House,2016,40888.25000000001
Deep Groove House,2017,162085.44999999998
Deep Groove House,2018,273.6
Deep Groove House,2019,139571.95000000004
Deep Groove House,2020,35350.899999999994
Deep House,2018,4506.55
Deep House,2019,7506.050000000001
Deep House,2020,60315.60000000001
Deep Neofolk,2017,52.0
Deep Pop Edm,2017,1692.3999999999999
Deep Pop Edm,2018,37503.0
Deep Pop Edm,2019,360.80000000000007
Deep Talent Show,2017,182405.14999999997
Deep Tech House,2017,111736.55000000002
Deep Tech House,2018,7516.800000000002
Deep Tech House,2019,4499.15
Deep Tech House,2020,109.95
Deep Tropical House,2016,262472.1
Deep Tropical House,2017,3666.1499999999996
Deep Tropical House,2018,91.2
Deep Tropical House,2019,190.40000000000003
Deep Underground Hip Hop,2020,414719.54999999993
Deep Uplifting Trance,2016,280.0
Desi Pop,2016,37.6
Desi Pop,2020,104.0
Destroy Techno,2019,1991.2
Detroit Hip Hop,2000,1659.25
Detroit Hip Hop,2002,112950.25
Detroit Hip Hop,2010,1231.0
Detroit Hip Hop,2013,1988.1999999999998
Detroit Hip Hop,2015,5.6000000000000005
Detroit Hip Hop,2016,1516.0
Detroit Hip Hop,2017,1546845.6999999995
Detroit Hip Hop,2018,1252629.5999999999
Detroit Hip Hop,2019,4653.700000000001
Detroit Hip Hop,2020,879177.15
Detroit Trap,2020,1120.15
Dfw Rap,2016,2939492.3000000003
Dfw Rap,2017,1662352.7499999998
Dfw Rap,2018,6212810.150000001
Dfw Rap,2019,2518692.4500000025
Dirty South Rap,2016,1691.2000000000007
Dirty South Rap,2017,65191.09999999999
Dirty South Rap,2019,13943.7
Disco,1978,167.2
Disco,1981,47.20000000000001
Disco,1990,738.05
Disco,1991,152.0
Disco,1999,1819.5499999999993
Disco,2001,15.2
Disco,2004,64.8
Disco,2013,48808.9
Disco House,1993,85.60000000000002
Disco House,2016,4.800000000000002
Disco House,2020,118.40000000000002
Disney,2011,79.2
Disney,2016,11161.400000000001
Disney,2019,5792.349999999999
Diva House,1992,95.2
Dmv Rap,2018,172.0
Dmv Rap,2019,28105.19999999999
Dmv Rap,2020,2484.3
Dominican Pop,2017,88997.55000000002
Dominican Pop,2018,225469.55
Dominican Pop,2019,6783.799999999998
Double Drumming,2009,6639.299999999999
Downtempo,1998,32.800000000000004
Downtempo,2009,2190.55
Downtempo,2012,431.9
Downtempo,2013,20552.85
Downtempo,2017,50659.950000000004
Drill Espanol,2020,11795.899999999998
Drill Francais,2016,11301.999999999995
Drill Francais,2017,697.45
Drum And Bass,2013,141.6
Drum And Bass,2016,568.7999999999998
Drum And Bass,2017,101.6
Drum And Bass,2018,2655.2000000000003
Drum And Bass,2019,52.0
Dutch Americana,2018,136.0
Dutch Americana,2020,9800.450000000004
Dutch Drill,2020,350.7
Dutch Edm,2017,10611.800000000003
Dutch Edm,2018,1010.75
Dutch Hip Hop,2016,11658.7
Dutch Hip Hop,2017,87838.64999999998
Dutch Hip Hop,2018,235514.04999999993
Dutch Hip Hop,2019,100992.20000000003
Dutch Hip Hop,2020,37241.0
Dutch Indie,2014,286.4000000000001
Dutch Indie,2016,16260.249999999996
Dutch Pop,2017,2924.2000000000007
Dutch Pop,2018,5581.349999999999
Dutch Pop,2019,204691.14999999997
Dutch Pop,2020,8489.249999999998
Dutch R&b,2020,93.2
Dutch Rap Pop,2016,786.4
Dutch Rap Pop,2017,489.40000000000015
Dutch Rap Pop,2018,12.8
Dutch Rap Pop,2020,999.2000000000004
Dutch Trance,2018,23641.85
Dutch Trance,2019,1436.8
Dutch Trance,2020,810.2000000000003
East Coast Hip Hop,1986,78.4
East Coast Hip Hop,2003,2157.6
East Coast Hip Hop,2004,8.8
East Coast Hip Hop,2005,464.65
East Coast Hip Hop,2007,68.8
East Coast Hip Hop,2009,349.6
East Coast Hip Hop,2011,164.0
East Coast Hip Hop,2017,423.45000000000005
East Coast Hip Hop,2018,28591.5
East Coast Hip Hop,2019,23233.2
East Coast Hip Hop,2020,946.05
Easy Listening,2017,19841.8
Eau Claire Indie,2008,1331.45
Eau Claire Indie,2011,32.8
Eau Claire Indie,2019,60.0
Eau Claire Indie,2020,47.2
Edm,2015,13511.1
Edm,2016,92809.75
Edm,2017,3577963.7
Edm,2018,2817088.8000000007
Edm,2019,2977769.8000000003
Edm,2020,1036626.6499999999
Electro,2001,460.55
Electro,2013,48.8
Electro House,2015,575565.4
Electro House,2016,1489748.2500000005
Electro House,2017,947232.8000000002
Electro House,2018,543087.4500000001
Electro House,2019,426897.94999999995
Electro House,2020,2583.5
Electronica,2018,19.200000000000006
Electronica,2019,331.75
Electronica,2020,46.40000000000001
Electropop,2015,125063.00000000001
Electropop,2016,439523.95
Electropop,2017,322420.6
Electropop,2018,3927349.3000000007
Electropop,2019,7273884.850000005
Electropop,2020,405271.45
Emo,2006,398.25
Emo,2017,30331.0
Emo,2018,1771.1000000000001
Emo Rap,2017,3425316.0999999996
Emo Rap,2018,5490177.000000001
Emo Rap,2019,70555.45
Emo Rap,2020,462434.24999999994
Emo Rap Italiano,2019,47.2
English Indie Rock,2006,20.8
English Indie Rock,2015,90.95
English Indie Rock,2016,2.4000000000000004
English Indie Rock,2017,172.15
English Indie Rock,2018,189.64999999999998
English Indie Rock,2020,78.4
Escape Room,2018,568.3000000000001
Escape Room,2019,300.8
Escape Room,2020,228.5
Etherpop,2005,41.6
Etherpop,2018,51.2
Eurodance,2020,1438.6999999999998
Europop,1992,259.20000000000005
Europop,1993,508.5
Europop,1995,4.800000000000002
Europop,1998,51.2
Europop,2007,113.6
Europop,2010,1738.45
Europop,2011,1071.9
Europop,2016,223.2
Europop,2017,346.5
Europop,2018,8649.150000000001
Europop,2019,37181.899999999994
Eurovision,2017,46817.45
Eurovision,2018,71716.95000000001
Eurovision,2019,153135.0
Eurovision,2020,22593.24999999997
Finnish Alternative Rock,2017,1926.25
Finnish Alternative Rock,2018,468.69999999999993
Finnish Dance Pop,2015,102.3
Finnish Dance Pop,2016,17873.149999999998
Finnish Dance Pop,2017,14636.7
Finnish Dance Pop,2018,108910.30000000028
Finnish Dance Pop,2019,33446.10000000001
Finnish Dance Pop,2020,88692.64999999997
Finnish Death Metal,2018,244.5
Finnish Edm,2017,3331.2499999999986
Finnish Hip Hop,2018,36.8
Finnish Hip Hop,2019,146.2
Finnish Hip Hop,2020,5332.950000000002
Finnish Idol Pop,2018,984.25
Finnish Metal,1998,22.4
Finnish Metal,2020,1.6
Finnish Pop,2017,3853.750000000002
Finnish Pop,2020,825.6
Finnish Trap,2018,40.0
Finnish Trap,2019,5.6000000000000005
Finnish Trap,2020,8.8
Flamenco Urbano,2020,27.200000000000003
Florida Rap,2015,8807.75
Florida Rap,2016,18198.25
Florida Rap,2017,335991.55000000005
Florida Rap,2018,642863.1
Florida Rap,2019,19989.30000000001
Florida Rap,2020,17970.05
Folk,1988,778.3000000000001
Folk,1990,12.0
Folk,1991,203.2
Folk,1997,60.0
Folk Brasileiro,2019,40.0
Folk-pop,2012,1540.0500000000002
Folk-pop,2014,236745.2
Folk-pop,2016,1114.4000000000003
Folk-pop,2017,51239.35000000002
Folk-pop,2018,1314579.5000000007
Folk-pop,2019,472262.6500000001
Folk-pop,2020,253.5
Football,2010,37.6
Francoton,2016,137.60000000000002
Francoton,2017,32056.15
Francoton,2018,141477.25000000003
Francoton,2019,138581.15
Francoton,2020,15412.75
Frauenrap,2019,3165.0499999999997
Frauenrap,2020,6660.200000000001
French Hip Hop,2016,21752.699999999997
French Hip Hop,2017,2515.4500000000007
French Hip Hop,2018,12945.500000000002
French Hip Hop,2019,51330.249999999985
French Hip Hop,2020,37535.7
French Indie Folk,2017,2530.2
French Indie Pop,2016,1244.2499999999998
French Indie Pop,2018,34453.65
Funk,1969,12.0
Funk,1971,3106.6000000000004
Funk,1972,1979.2499999999998
Funk,1977,4750.0
Funk,1979,124.0
Funk,1982,152.65
Funk,1984,1151.05
Funk,1985,88.80000000000003
Funk Carioca,2002,15.2
Funk Carioca,2017,609499.1
Funk Carioca,2019,80.8
Future Bass,2020,99.45
G Funk,1993,458.55000000000007
G Funk,1995,8193.949999999999
G Funk,1996,100.8
G Funk,1998,2028.25
G Funk,1999,19.200000000000006
G Funk,2004,424.20000000000005
Gaming Dubstep,2012,1620.4500000000005
Gaming Dubstep,2013,549.8
Gaming Edm,2017,68.8
Gaming Edm,2019,168.8
Gangster Rap,1991,132.0
Gangster Rap,1994,60.80000000000001
Gangster Rap,2014,1577.95
Gangster Rap,2015,31.20000000000001
Gangster Rap,2016,356.00000000000006
Gangster Rap,2017,15.2
Gangster Rap,2018,64671.65
Gangster Rap,2019,33293.700000000004
Garage Rock,2006,4267.550000000001
Garage Rock,2007,41591.799999999996
Garage Rock,2013,524.0
Garage Rock,2018,84128.95
Gauze Pop,2016,412.0
Gauze Pop,2019,144.0
Gauze Pop,2020,8438.600000000002
German Alternative Rap,2020,7.2
German Cloud Rap,2017,8196.850000000002
German Cloud Rap,2018,42098.4
German Cloud Rap,2019,26535.350000000002
German Cloud Rap,2020,107999.19999999995
German Dance,2017,25.60000000000001
German Dance,2018,53270.69999999999
German Dance,2019,82460.70000000003
German Dance,2020,129672.25000000001
German Drill,2017,4259.3
German Drill,2018,123602.94999999998
German Drill,2019,2283.6
German Drill,2020,50495.64999999999
German Hip Hop,2016,152.0
German Hip Hop,2017,25097.450000000004
German Hip Hop,2018,38602.30000000001
German Hip Hop,2019,518576.4999999999
German Hip Hop,2020,239727.65
German House,2020,31757.8
German Indie,2017,63.2
German Pop,2014,1596.8
German Pop,2017,76126.30000000002
German Pop,2018,49707.85
German Pop,2019,45947.549999999974
German Pop,2020,1276.8
Glam Metal,1986,187.2
Glam Metal,1987,95416.90000000001
Glam Metal,1988,24.0
Glam Metal,1991,3069.7500000000005
Glam Metal,2000,118.4
Glam Metal,2003,10.4
Glam Metal,2011,729.0
Glam Rock,1970,5450.6
Glam Rock,1971,45616.05
Glam Rock,1973,13363.55
Glam Rock,1974,13851.4
Glam Rock,1975,4190.25
Glam Rock,1983,2540.399999999999
Glam Rock,1995,32.0
Glasgow Indie,2017,62089.64999999994
Glasgow Indie,2019,39146.15
Glasgow Indie,2020,16622.699999999997
Glee Club,2012,1187.2
Glee Club,2013,79.20000000000003
Gothenburg Hip Hop,2018,92.65
Gothenburg Hip Hop,2019,323.15
Gothic Symphonic Metal,2018,180.8
Gothic Symphonic Metal,2020,110.75
Gqom,2018,5163.25
Grime,2010,214.25
Grime,2013,652.35
Grime,2016,7225.899999999998
Grime,2017,119324.95000000001
Grime,2018,83960.84999999999
Grime,2019,943862.1000000003
Grime,2020,163328.25000000003
Groove Room,2017,8054.200000000003
Groove Room,2019,1.6
Halloween,1993,2669.9
Hamburg Electronic,2020,20531.0
Hands Up,2018,20.0
Hands Up,2020,1096.1
Hard Rock,1986,166.75
Hard Rock,1988,59.2
Hard Rock,1991,2128.9
Hawaiian Hip Hop,2016,713.3
Hawaiian Hip Hop,2017,72014.40000000002
Hawaiian Hip Hop,2018,63012.75
Hawaiian Hip Hop,2019,8455.75
Hawaiian Hip Hop,2020,3782.5500000000006
Heartland Rock,1981,20.8
Hip Hop,1990,24.8
Hip Hop,1995,53.6
Hip Hop,1997,513.1000000000001
Hip Hop,2004,93.6
Hip Hop,2008,56.8
Hip Hop,2009,187.2
Hip Hop,2010,8.8
Hip Hop,2011,154.4
Hip Hop,2012,516.9499999999999
Hip Hop,2013,80.80000000000003
Hip Hop,2015,65096.2
Hip Hop,2016,359362.05000000005
Hip Hop,2017,2436142.450000001
Hip Hop,2018,1261457.6000000006
Hip Hop,2019,478518.30000000005
Hip Hop,2020,234664.6
Hip Hop Quebecois,2017,46.40000000000001
Hip Hop Quebecois,2019,41.6
Hip Hop Tuga,2017,31714.5
Hip Hop Tuga,2018,93438.34999999999
Hip Hop Tuga,2019,90671.75000000003
Hip Hop Tuga,2020,31109.75
Hip House,2011,268.8
Hip Pop,1991,36.0
Hip Pop,2003,1091.15
Hip Pop,2004,117.6
Hip Pop,2007,1769.3500000000001
Hip Pop,2012,136.8
Hip Pop,2019,72.00000000000001
Hip Pop,2020,79480.05
Hollywood,1975,648.0999999999999
Hollywood,1999,77.6
Hollywood,2007,8.0
Hollywood,2014,307.15
Hollywood,2015,4353.950000000001
Hollywood,2016,90817.05000000002
Hollywood,2017,537294.75
Hollywood,2018,48438.100000000006
Hollywood,2019,115417.0
Hong Kong Hip Hop,2020,668.8000000000001
Hopebeat,2017,216.0
Horror Synth,2016,194.4
House,2013,32.800000000000004
House,2015,67.2
House,2016,11752.750000000002
House,2017,1248.0000000000002
House,2018,4682.4
House,2019,199479.40000000002
House,2020,45061.89999999997
Houston Rap,2019,76400.54999999999
Houston Rap,2020,265294.6
Icelandic Indie,2016,137741.80000000002
Icelandic Pop,2020,58753.600000000006
Idol,2016,47.2
Indie Anthem-folk,2007,36.8
Indie Anthem-folk,2016,10128.75
Indie Anthem-folk,2017,491354.0
Indie Anthem-folk,2018,52475.0
Indie Anthem-folk,2019,218654.95
Indie Anthem-folk,2020,26210.899999999998
Indie Cafe Pop,2017,14173.699999999997
Indie Cafe Pop,2018,7686.700000000001
Indie Cafe Pop,2019,152.0
Indie Electropop,2018,66.4
Indie Folk,2015,263351.05
Indie Folk,2018,70.39999999999999
Indie Liguria,2018,4279.9
Indie Liguria,2019,2381.8
Indie Liguria,2020,1833.25
Indie Pop,2007,350.7
Indie Pop,2008,3063.200000000001
Indie Pop,2010,30994.850000000002
Indie Pop,2011,10506.399999999996
Indie Pop,2014,87.20000000000002
Indie Pop,2016,47.199999999999996
Indie Pop,2017,88467.40000000001
Indie Pop,2018,12412.65
Indie Pop,2019,152959.6
Indie Pop,2020,72650.90000000001
Indie Pop Rap,2010,107.20000000000002
Indie Pop Rap,2015,205706.84999999998
Indie Pop Rap,2017,16589.8
Indie Pop Rap,2020,308.5
Indie Poptimism,2014,420.00000000000006
Indie Poptimism,2017,68.80000000000001
Indie Poptimism,2019,68543.45
Indie Poptimism,2020,3427.25
Indie Rock,2012,1100.0000000000002
Indie Rock,2014,36.8
Indie Rock,2017,1080284.5000000002
Indie Rock,2018,68.0
Indie Rock,2019,136.0
Indie Rock Italiano,2017,27269.949999999983
Indie Soul,2017,24.0
Indie Soul,2018,586.1500000000002
Indie Soul,2019,2078.95
Indie Soul,2020,52.0
Indiecoustica,2014,2821.099999999999
Indiecoustica,2017,736.15
Indiecoustica,2018,68220.1
Indietronica,2009,87.2
Indonesian Alternative Rock,2020,41.6
Indonesian Folk,2009,14684.8
Indonesian Hip Hop,2017,29024.05
Indonesian Hip Hop,2018,14789.850000000002
Indonesian Hip Hop,2019,59519.650000000045
Indonesian Hip Hop,2020,5087.099999999999
Indonesian Indie,2014,410.40000000000015
Indonesian Indie,2016,109770.54999999996
Indonesian Indie,2017,871.2000000000002
Indonesian Indie,2018,46633.95000000001
Indonesian Indie,2019,28.0
Indonesian Indie,2020,101.55
Indonesian Pop,2006,17823.749999999993
Indonesian Pop,2016,2098.35
Indonesian Pop,2018,49474.55000000003
Indonesian Pop,2020,35311.05
Irish Country,2019,1458.7
Irish Hip Hop,2018,864.35
Irish Hip Hop,2019,29263.05000000001
Irish Indie,2018,430.40000000000003
Irish Pop,2013,3795.199999999999
Irish Pop,2015,460.65000000000003
Irish Pop,2016,105.60000000000001
Irish Pop,2017,20367.350000000002
Irish Pop,2018,38597.700000000004
Irish Pop,2019,8845.100000000002
Irish Pop,2020,8051.35
Irish Rock,1987,446.3
Irish Rock,1991,20.0
Irish Rock,1993,16510.050000000003
Irish Rock,1994,25618.100000000002
Irish Rock,1996,90.4
Irish Rock,1999,1403.8
Irish Rock,2000,196.39999999999998
Irish Rock,2002,182.2
Irish Rock,2006,32215.79999999999
Irish Rock,2017,2348.4500000000003
Irish Rock,2018,10643.400000000001
Irish Singer-songwriter,2014,47618.15000000001
Irish Singer-songwriter,2018,10585.55
Irish Singer-songwriter,2019,31784.1
Isle Of Wight Indie,2017,48.8
Israeli Pop,2017,928924.2000000002
Israeli Pop,2019,97638.29999999999
Italian Adult Pop,2014,506.05
Italian Adult Pop,2015,492.80000000000007
Italian Adult Pop,2017,1169.2
Italian Adult Pop,2018,14822.550000000001
Italian Adult Pop,2020,15988.95
Italian Hip Hop,2016,3021.0000000000005
Italian Hip Hop,2017,65673.30000000002
Italian Hip Hop,2018,229864.10000000006
Italian Hip Hop,2019,94460.49999999999
Italian Hip Hop,2020,32352.0
Italian Indie Pop,2018,1147.7
Italian Indie Pop,2020,70.4
Italian Pop,2019,64.0
J-dance,2018,44.8
J-idol,2017,8773.150000000001
J-pop,2017,46.40000000000002
J-pop,2018,179.20000000000002
J-pop,2019,368.65000000000003
J-pop,2020,41.6
Jam Band,1994,270.4
Japanese Alternative Rock,2017,33.6
Jawaiian,2013,1078.3999999999999
Jawaiian,2016,319.2000000000001
Jawaiian,2018,59408.950000000004
Jawaiian,2019,35468.49999999999
K-indie,2016,23505.699999999997
K-indie,2017,5921.450000000001
K-indie,2018,121.60000000000002
K-pop,2010,36.0
K-pop,2016,192522.59999999998
K-pop,2017,239868.55000000002
K-pop,2018,476648.0000000002
K-pop,2019,955069.2000000003
K-pop,2020,1116795.0999999999
K-pop Girl Group,2020,144948.35
K-rap,2019,6750.849999999999
K-rap,2020,5470.8
Karadeniz Halk Muzigi,2018,18.4
Karadeniz Halk Muzigi,2020,5019.300000000001
Kentucky Hip Hop,2016,1468.8
Kentucky Hip Hop,2017,28253.799999999996
Kentucky Hip Hop,2018,4020.7000000000003
Kentucky Hip Hop,2019,149.10000000000002
Kentucky Hip Hop,2020,16327.1
Kentucky Indie,2020,10.4
Kiwi Rock,1988,2683.000000000001
Kiwi Rock,1999,11778.7
Kizomba,2017,18.4
Korean Pop,2019,572.0
Korean R&b,2017,997.6
La Indie,2019,1072366.2
La Indie,2020,555411.05
La Pop,2016,242056.75000000012
La Pop,2017,205140.60000000015
La Pop,2018,260142.85000000024
La Pop,2019,15093.15
La Pop,2020,41037.1
Latin,1994,210.05
Latin,2015,507.2000000000001
Latin,2016,14578.05
Latin,2017,821396.8500000013
Latin,2018,2634325.350000001
Latin,2019,1036805.9000000008
Latin,2020,24792.899999999998
Latin Alternative,2003,1023.2000000000004
Latin Arena Pop,2017,18397.65
Latin Arena Pop,2018,24.8
Latin Arena Pop,2019,372.00000000000006
Latin Pop,1999,601.0500000000001
Latin Pop,2018,63003.15
Latin Pop,2019,90366.55000000003
Latin Pop,2020,8009.5999999999985
Latin Talent Show,2017,123.20000000000002
Latin Talent Show,2018,1886.7
Latin Talent Show,2019,24.0
Latin Talent Show,2020,666.95
Latin Viral Pop,2016,16.0
Latin Viral Pop,2020,27.20000000000001
Lilith,2005,174.04999999999998
Lilith,2008,241.60000000000005
Lithuanian Electronic,2018,91980.6
Lo-fi Cover,2020,114.40000000000002
London Rap,2018,760.15
London Rap,2019,1259.4999999999998
London Rap,2020,44679.75000000001
Luxembourgian Hip Hop,2017,0.8
Luxembourgian Hip Hop,2019,7.2
Macedonian Pop,2019,76.0
Malay Rap,2017,630.1
Malaysian Hip Hop,2018,8156.600000000001
Malaysian Indie,2016,195.20000000000005
Malaysian Indie,2019,18694.550000000007
Malaysian Mandopop,2017,1723.1000000000006
Malaysian Pop,2017,8.0
Malaysian Pop,2019,14260.400000000003
Malaysian Pop,2020,10668.250000000004
Manchester Hip Hop,2018,428.8
Manchester Hip Hop,2019,124256.79999999997
Manchester Hip Hop,2020,106236.45
Mandopop,2002,330.7999999999999
Mandopop,2016,4122.75
Mandopop,2017,7115.0999999999985
Mandopop,2018,87461.1
Mandopop,2019,269861.14999999997
Mandopop,2020,5837.549999999999
Melancholia,2016,287.7
Melbourne Bounce,2016,39.2
Melbourne Bounce,2017,417.6
Melbourne Bounce International,2020,2512.8500000000004
Melodic Metalcore,2018,1818.3500000000001
Melodic Metalcore,2019,6740.8
Melodic Metalcore,2020,10071.45
Melodic Rap,2016,82329.90000000001
Melodic Rap,2017,1896004.3000000003
Melodic Rap,2018,1313086.7000000002
Melodic Rap,2019,2625062.1000000006
Melodic Rap,2020,1654201.1
Melodipop,2016,44.00000000000001
Melodipop,2017,60.800000000000004
Melodipop,2019,75.2
Meme Rap,2017,281.59999999999997
Meme Rap,2018,4610.4
Meme Rap,2019,27810.85
Meme Rap,2020,229.60000000000002
Memphis Hip Hop,2019,143314.85
Memphis Hip Hop,2020,166633.7
Metal,2018,3273.45
Metropopolis,2013,25398.80000000001
Metropopolis,2016,2959.0
Metropopolis,2017,16062.950000000003
Metropopolis,2018,11762.150000000003
Metropopolis,2019,20510.499999999996
Metropopolis,2020,1070.3999999999999
Mexican Edm,2019,1513.3
Miami Hip Hop,2016,224.0
Miami Hip Hop,2018,86758.75
Miami Hip Hop,2019,191.7
Military Band,1988,55.2
Modern Alternative Pop,2019,165.85
Modern Alternative Pop,2020,1555.2000000000005
Modern Alternative Rock,2013,23564.0
Modern Alternative Rock,2014,37.6
Modern Alternative Rock,2015,10313.099999999999
Modern Alternative Rock,2016,19122.550000000003
Modern Alternative Rock,2017,53868.25
Modern Alternative Rock,2018,42385.45
Modern Alternative Rock,2019,20916.6
Modern Alternative Rock,2020,9366.300000000001
Modern Blues,2015,136.0
Modern Blues,2020,453.20000000000005
Modern Blues Rock,2017,117.30000000000001
Modern Blues Rock,2018,3626.3999999999996
Modern Folk Rock,2009,118.4
Modern Folk Rock,2012,4583.800000000001
Modern Folk Rock,2015,77.60000000000002
Modern Folk Rock,2018,3178.0499999999997
Modern Folk Rock,2019,95.2
Modern Indie Pop,2020,119968.25
Modern Rock,2004,1280.65
Modern Rock,2005,2861.15
Modern Rock,2006,497.45
Modern Rock,2007,105.9
Modern Rock,2008,1069.55
Modern Rock,2012,58884.15000000001
Modern Rock,2013,331.20000000000005
Modern Rock,2014,143806.15
Modern Rock,2015,521714.65
Modern Rock,2016,391906.45
Modern Rock,2017,5321981.800000001
Modern Rock,2018,1444955.6500000001
Modern Rock,2019,144.0
Modern Rock,2020,82172.7
Motown,1966,188.6
Motown,1970,50644.1
Mundart,2019,64.0
Music Hall,2000,68.8
Musica Catalana,2020,0.8
Musical Advocacy,2017,5470.6
N-a,1957,98426.20000000001
N-a,1986,16627.350000000002
N-a,1987,13275.950000000004
N-a,1990,6659.450000000001
N-a,1992,80807.85
N-a,1999,137.60000000000002
N-a,2000,4.800000000000002
N-a,2003,17.6
N-a,2007,93.6
N-a,2010,4142.2
N-a,2012,3322.65
N-a,2013,1415.3
N-a,2015,715.4999999999999
N-a,2016,194994.4
N-a,2017,285075.85
N-a,2018,128121.79999999999
N-a,2019,235433.89999999997
N-a,2020,352786.30000000005
Neo Mellow,1996,20.8
Neo Mellow,2001,14511.99999999999
Neo Mellow,2004,3708.499999999999
Neo Mellow,2005,1366.4
Neo Mellow,2008,400.00000000000006
Neo Mellow,2013,55533.69999999999
Neo Mellow,2014,73.60000000000002
Neo Mellow,2015,73.60000000000002
Neo Mellow,2016,948907.95
Neo Mellow,2017,83702.75
Neo Mellow,2018,530818.05
Neo Mellow,2019,63339.149999999994
Neo R&b,2017,27.20000000000001
Neo Soul,2001,31.2
Neo Soul,2008,2614.7
Neo Soul,2011,113.6
Neo Soul,2015,2352.0
Neo Soul,2016,60.0
Neo Soul,2017,701883.7
Neo-psychedelic,2018,488.7
Neo-singer-songwriter,2015,113.6
New French Touch,2017,1944.1500000000003
New French Touch,2018,28.8
New Jersey Rap,2015,163.20000000000002
New Jersey Rap,2016,2595.2
New Jersey Rap,2018,195.20000000000002
New Wave Pop,1981,112.80000000000001
New Wave Pop,1983,48508.15
New Wave Pop,1990,168.55000000000004
New Wave Pop,2018,195.20000000000002
Nordic House,2017,8945.0
Nordic House,2019,2039.0
Nordic House,2020,5273.400000000001
Norges Stemme,2017,2255.9500000000003
Norges Stemme,2018,12208.1
Norges Stemme,2020,2409.35
North Carolina Hip Hop,2019,456068.9
North Carolina Hip Hop,2020,1482742.75
Norwegian Hip Hop,2017,32.800000000000004
Norwegian Hip Hop,2018,68.0
Norwegian Indie,2017,405.35
Norwegian Indie,2018,8643.850000000002
Norwegian Indie,2019,498.7
Norwegian Indie,2020,3324.7999999999997
Norwegian Pop,2016,10450.199999999999
Norwegian Pop,2017,63383.65
Norwegian Pop,2018,120469.04999999996
Norwegian Pop,2019,71400.85
Norwegian Pop,2020,25172.9
Nyc Rap,2003,75.2
Nyc Rap,2017,1103.2
Nyc Rap,2018,104.0
Nz Electronic,2017,2632.8000000000006
Nz Hip Hop,2016,14103.35
Nz Hip Hop,2017,1000.8000000000003
Nz Hip Hop,2018,33846.90000000001
Nz Pop,1996,26.400000000000002
Nz Pop,2008,74.4
Nz Pop,2011,23075.15
Nz Pop,2015,19385.100000000013
Nz Pop,2017,122061.49999999993
Nz Pop,2018,88032.35
Nz Pop,2019,1269075.5000000002
Nz Pop,2020,1052669.4999999998
Nz Reggae,2017,300.0
Nz Reggae,2018,10634.750000000004
Nz Reggae,2019,661.2500000000002
Ohio Hip Hop,2017,718676.75
Ohio Hip Hop,2019,39278.3
Ohio Hip Hop,2020,153664.6
Operatic Pop,1985,186.4
Operatic Pop,2010,2672.850000000001
Operatic Pop,2012,824.7500000000002
Operatic Pop,2013,56.0
Opm,2006,3021.6000000000013
Opm,2011,60.8
Opm,2016,821.6000000000004
Opm,2017,1020.2500000000005
Opm,2018,202693.05000000005
Opm,2019,19489.750000000004
Opm,2020,4923.600000000002
Orebro Indie,2019,29532.699999999997
Permanent Wave,1994,242.6
Permanent Wave,2000,52054.600000000006
Permanent Wave,2002,454409.7
Permanent Wave,2005,44427.04999999999
Permanent Wave,2008,15155.5
Permanent Wave,2010,110146.95000000001
Permanent Wave,2011,9108.85
Permanent Wave,2014,10068.750000000002
Permanent Wave,2015,116397.20000000001
Permanent Wave,2016,29050.9
Permanent Wave,2017,8153.1
Permanent Wave,2019,61533.3
Pinoy Hip Hop,2017,3989.449999999999
Pinoy R&b,2017,8.8
Pinoy R&b,2020,67.2
Polish Alternative,2013,117.6
Polish Alternative,2016,44.000000000000014
Polish Alternative Rap,2020,1373.45
Polish Hip Hop,2017,5853.599999999998
Polish Hip Hop,2018,147414.44999999998
Polish Hip Hop,2019,134461.55
Polish Hip Hop,2020,20993.85
Polish Indie,2012,86.7
Polish Pop,2017,185.6
Polish Pop,2018,47858.799999999996
Polish Pop,2019,122.4
Pop,1972,719.05
Pop,1979,182.40000000000003
Pop,1982,30405.4
Pop,2009,666.15
Pop,2010,26.4
Pop,2011,59639.00000000001
Pop,2012,3466.2999999999997
Pop,2013,1472.8000000000004
Pop,2014,358676.0
Pop,2015,366879.74999999994
Pop,2016,3300731.0999999987
Pop,2017,18260031.700000007
Pop,2018,6512237.850000002
Pop,2019,16020052.950000001
Pop,2020,2396926.5500000003
Pop Argentino,2019,39834.20000000001
Pop Argentino,2020,38556.94999999999
Pop Costarricense,2017,498.40000000000003
Pop Dance,2013,59.2
Pop Dance,2017,30675.550000000007
Pop Dance,2018,119377.14999999998
Pop Dance,2019,7815.599999999997
Pop Dance,2020,18663.149999999998
Pop Edm,2016,4402.4000000000015
