chart_year,Genre,region,streams
2017,Celtic Rock,Italy,18498
2017,Celtic Rock,Malaysia,1539718
2017,Celtic Rock,Netherlands,20457734
2017,Celtic Rock,Norway,536830
2017,Celtic Rock,Philippines,14229761
2017,Celtic Rock,Poland,27293
2017,Celtic Rock,Portugal,2710
2017,Celtic Rock,Singapore,1816224
2017,Celtic Rock,Sweden,471226
2017,Celtic Rock,Switzerland,64642
2017,Celtic Rock,Taiwan,93534
2017,Chanson,France,131619
2017,Chicago Rap,Australia,8607097
2017,Chicago Rap,Austria,21385
2017,Chicago Rap,Belgium,53525
2017,Chicago Rap,Canada,1044428
2017,Chicago Rap,Finland,16742
2017,Chicago Rap,France,71819
2017,Chicago Rap,Germany,1283114
2017,Chicago Rap,Global,6596229
2017,Chicago Rap,Ireland,1210529
2017,Chicago Rap,Italy,30852
2017,Chicago Rap,Malaysia,3353
2017,Chicago Rap,New Zealand,124626
2017,Chicago Rap,Norway,202331
2017,Chicago Rap,Poland,553481
2017,Chicago Rap,Portugal,14133
2017,Chicago Rap,Sweden,44118
2017,Chicago Rap,Switzerland,43519
2017,Chicago Rap,Turkey,354934
2017,Chicago Rap,United States of America,30173071
2017,Chinese Indie,Taiwan,52125
2017,Christlicher Rap,Germany,358032
2017,Christmas Instrumental,Finland,167523
2017,Christmas Instrumental,Sweden,79941
2017,Classic Norwegian Pop,Norway,739490
2017,Classic Opm,Philippines,24781
2017,Classic Rock,Australia,245620
2017,Classic Rock,Belgium,6607
2017,Classic Rock,Ireland,28894
2017,Classic Rock,Netherlands,13670
2017,Classic Rock,New Zealand,51339
2017,Classic Rock,Poland,4958
2017,Classic Rock,Portugal,6468
2017,Classic Rock,Switzerland,2549
2017,Classic Rock,United States of America,183669
2017,Classic Soul,Austria,4693
2017,Classic Soul,Belgium,26560
2017,Classic Soul,Canada,27091
2017,Classic Soul,France,72550
2017,Classic Soul,Germany,66330
2017,Classic Soul,Global,664818
2017,Classic Soul,Ireland,37034
2017,Classic Soul,Netherlands,14214
2017,Classic Soul,Poland,9131
2017,Classic Soul,Portugal,4356
2017,Classic Soul,Sweden,318886
2017,Classic Soul,Switzerland,14483
2017,Classic Soul,United States of America,364835
2017,Classic Swedish Pop,Sweden,966905
2017,Classic Uk Pop,Austria,81225
2017,Classic Uk Pop,Germany,769257
2017,Classic Uk Pop,Global,2586203
2017,Classic Uk Pop,Ireland,772023
2017,Classic Uk Pop,Netherlands,222298
2017,Classic Uk Pop,New Zealand,8931
2017,Classic Uk Pop,Switzerland,44136
2017,Colombian Pop,Colombia,54889
2017,Colombian Pop,Ecuador,1554
2017,Colombian Pop,Spain,28112
2017,Conscious Hip Hop,Australia,1709955
2017,Conscious Hip Hop,Austria,22460
2017,Conscious Hip Hop,Belgium,51539
2017,Conscious Hip Hop,Brazil,40237
2017,Conscious Hip Hop,Canada,3649774
2017,Conscious Hip Hop,Denmark,167720
2017,Conscious Hip Hop,Finland,74238
2017,Conscious Hip Hop,France,135600
2017,Conscious Hip Hop,Germany,289533
2017,Conscious Hip Hop,Global,39409731
2017,Conscious Hip Hop,Ireland,292153
2017,Conscious Hip Hop,Italy,27979
2017,Conscious Hip Hop,Netherlands,219608
2017,Conscious Hip Hop,New Zealand,3395077
2017,Conscious Hip Hop,Norway,258538
2017,Conscious Hip Hop,Poland,52784
2017,Conscious Hip Hop,Portugal,124311
2017,Conscious Hip Hop,Singapore,3878
2017,Conscious Hip Hop,Sweden,217241
2017,Conscious Hip Hop,Switzerland,70703
2017,Conscious Hip Hop,Taiwan,13509
2017,Conscious Hip Hop,Turkey,17344
2017,Conscious Hip Hop,United States of America,110122065
2017,Contemporary Country,Australia,17428846
2017,Contemporary Country,Belgium,441188
2017,Contemporary Country,Canada,59208738
2017,Contemporary Country,Global,285788264
2017,Contemporary Country,Indonesia,189367
2017,Contemporary Country,Ireland,161328
2017,Contemporary Country,Italy,492445
2017,Contemporary Country,Malaysia,3394
2017,Contemporary Country,Netherlands,241291
2017,Contemporary Country,New Zealand,3660537
2017,Contemporary Country,Norway,19763
2017,Contemporary Country,Philippines,594133
2017,Contemporary Country,Poland,481563
2017,Contemporary Country,Portugal,276794
2017,Contemporary Country,Singapore,465186
2017,Contemporary Country,Switzerland,483593
2017,Contemporary Country,Taiwan,336570
2017,Contemporary Country,Turkey,24532
2017,Contemporary Country,United States of America,760276078
2017,Contemporary Vocal Jazz,Netherlands,238426
2017,Contemporary Vocal Jazz,Norway,85550
2017,Dakke Dak,Denmark,4576087
2017,Dakke Dak,Norway,320742
2017,Dance Pop,Argentina,78006361
2017,Dance Pop,Australia,563093812
2017,Dance Pop,Austria,34967853
2017,Dance Pop,Belgium,68975896
2017,Dance Pop,Brazil,368930725
2017,Dance Pop,Canada,395747948
2017,Dance Pop,Chile,46948631
2017,Dance Pop,Colombia,35383662
2017,Dance Pop,Costa Rica,21140796
2017,Dance Pop,Denmark,136824048
2017,Dance Pop,Ecuador,11122994
2017,Dance Pop,Finland,67970329
2017,Dance Pop,France,124693932
2017,Dance Pop,Germany,495989227
2017,Dance Pop,Global,9557694036
2017,Dance Pop,Indonesia,165158714
2017,Dance Pop,Ireland,107318364
2017,Dance Pop,Italy,156098673
2017,Dance Pop,Malaysia,95165291
2017,Dance Pop,Mexico,271924714
2017,Dance Pop,Netherlands,306344288
2017,Dance Pop,New Zealand,121042363
2017,Dance Pop,Norway,201004727
2017,Dance Pop,Peru,32812354
2017,Dance Pop,Philippines,471530528
2017,Dance Pop,Poland,94662671
2017,Dance Pop,Portugal,51136346
2017,Dance Pop,Singapore,113097855
2017,Dance Pop,Spain,211000251
2017,Dance Pop,Sweden,310448633
2017,Dance Pop,Switzerland,57266644
2017,Dance Pop,Taiwan,52068826
2017,Dance Pop,Turkey,76651768
2017,Dance Pop,United States of America,2630547276
2017,Dance Rock,Australia,35122
2017,Dance Rock,Belgium,2813
2017,Dance Rock,Ireland,12320
2017,Dance Rock,Poland,16231
2017,Dance Rock,Portugal,11565
2017,Dance Rock,Turkey,19892
2017,Dancehall,Costa Rica,1679334
2017,Dangdut,Indonesia,31810
2017,Danish Hip Hop,Denmark,10244999
2017,Danish Pop,Argentina,74049
2017,Danish Pop,Australia,3741965
2017,Danish Pop,Austria,89132
2017,Danish Pop,Belgium,601542
2017,Danish Pop,Brazil,1965305
2017,Danish Pop,Canada,1581690
2017,Danish Pop,Chile,90767
2017,Danish Pop,Colombia,297934
2017,Danish Pop,Costa Rica,727560
2017,Danish Pop,Denmark,6461330
2017,Danish Pop,Ecuador,37801
2017,Danish Pop,France,96115
2017,Danish Pop,Germany,1009620
2017,Danish Pop,Global,73289612
2017,Danish Pop,Indonesia,35388
2017,Danish Pop,Ireland,381271
2017,Danish Pop,Italy,357322
2017,Danish Pop,Malaysia,218545
2017,Danish Pop,Mexico,645612
2017,Danish Pop,Netherlands,427360
2017,Danish Pop,New Zealand,1612971
2017,Danish Pop,Norway,1019837
2017,Danish Pop,Peru,23165
2017,Danish Pop,Philippines,3360003
2017,Danish Pop,Poland,729682
2017,Danish Pop,Portugal,398077
2017,Danish Pop,Singapore,926447
2017,Danish Pop,Spain,1204743
2017,Danish Pop,Sweden,2484175
2017,Danish Pop,Switzerland,443357
2017,Danish Pop,Taiwan,172758
2017,Danish Pop,Turkey,64119
2017,Danish Pop,United States of America,7209971
2017,Deep Euro House,Austria,111167
2017,Deep Euro House,Germany,742956
2017,Deep German Hip Hop,Germany,66029
2017,Deep Groove House,Austria,13316
2017,Deep Groove House,Belgium,647243
2017,Deep Groove House,Denmark,14647
2017,Deep Groove House,Germany,35111
2017,Deep Groove House,Ireland,2567629
2017,Deep Groove House,Netherlands,2137931
2017,Deep Groove House,Norway,17132
2017,Deep Groove House,Poland,439260
2017,Deep Groove House,Sweden,20876
2017,Deep Groove House,Taiwan,2708
2017,Deep Neofolk,Philippines,59880
2017,Deep Pop Edm,Belgium,19106
2017,Deep Pop Edm,Poland,24450
2017,Deep Pop Edm,Sweden,799977
2017,Deep Pop Edm,Switzerland,17758
2017,Deep Talent Show,Australia,46495
2017,Deep Talent Show,Malaysia,57170
2017,Deep Talent Show,Singapore,19894
2017,Deep Talent Show,Taiwan,56153
2017,Deep Talent Show,United States of America,780837
2017,Deep Tropical House,Austria,143249
2017,Deep Tropical House,Belgium,113429
2017,Deep Tropical House,Canada,609971
2017,Deep Tropical House,Finland,20056
2017,Deep Tropical House,Germany,434473
2017,Deep Tropical House,Global,4120947
2017,Deep Tropical House,Indonesia,202514
2017,Deep Tropical House,Ireland,27803
2017,Deep Tropical House,Italy,8125
2017,Deep Tropical House,Malaysia,135163
2017,Deep Tropical House,Netherlands,790350
2017,Deep Tropical House,Norway,287834
2017,Deep Tropical House,Philippines,598000
2017,Deep Tropical House,Poland,47183
2017,Deep Tropical House,Singapore,182636
2017,Deep Tropical House,Sweden,1308191
2017,Deep Tropical House,Switzerland,132091
2017,Deep Tropical House,Taiwan,65340
2017,Deep Tropical House,United States of America,1044616
2017,Detroit Hip Hop,Australia,12589338
2017,Detroit Hip Hop,Austria,819662
2017,Detroit Hip Hop,Belgium,533339
2017,Detroit Hip Hop,Canada,25244063
2017,Detroit Hip Hop,Costa Rica,87625
2017,Detroit Hip Hop,Denmark,1298488
2017,Detroit Hip Hop,Finland,2226849
2017,Detroit Hip Hop,France,1934245
2017,Detroit Hip Hop,Germany,11767904
2017,Detroit Hip Hop,Global,375102352
2017,Detroit Hip Hop,Indonesia,233226
2017,Detroit Hip Hop,Ireland,1042594
2017,Detroit Hip Hop,Italy,1551210
2017,Detroit Hip Hop,Malaysia,295042
2017,Detroit Hip Hop,Netherlands,2777497
2017,Detroit Hip Hop,New Zealand,3207661
2017,Detroit Hip Hop,Norway,2280712
2017,Detroit Hip Hop,Philippines,462519
2017,Detroit Hip Hop,Poland,959814
2017,Detroit Hip Hop,Portugal,898115
2017,Detroit Hip Hop,Singapore,375220
2017,Detroit Hip Hop,Spain,523456
2017,Detroit Hip Hop,Sweden,2693787
2017,Detroit Hip Hop,Switzerland,1594073
2017,Detroit Hip Hop,Taiwan,232743
2017,Detroit Hip Hop,Turkey,769248
2017,Detroit Hip Hop,United States of America,391154446
2017,Dfw Rap,Australia,49643422
2017,Dfw Rap,Austria,1167098
2017,Dfw Rap,Belgium,2206641
2017,Dfw Rap,Brazil,293162
2017,Dfw Rap,Canada,43213600
2017,Dfw Rap,Colombia,9079
2017,Dfw Rap,Costa Rica,319520
2017,Dfw Rap,Denmark,14006997
2017,Dfw Rap,Finland,2627107
2017,Dfw Rap,France,422845
2017,Dfw Rap,Germany,12439117
2017,Dfw Rap,Global,850068576
2017,Dfw Rap,Indonesia,2102273
2017,Dfw Rap,Ireland,4733051
2017,Dfw Rap,Italy,2629063
2017,Dfw Rap,Malaysia,1758449
2017,Dfw Rap,Mexico,88037
2017,Dfw Rap,Netherlands,6108165
2017,Dfw Rap,New Zealand,11644110
2017,Dfw Rap,Norway,13061942
2017,Dfw Rap,Philippines,10896428
2017,Dfw Rap,Poland,2183759
2017,Dfw Rap,Portugal,3548547
2017,Dfw Rap,Singapore,2286072
2017,Dfw Rap,Spain,1966760
2017,Dfw Rap,Sweden,25129755
2017,Dfw Rap,Switzerland,1683340
2017,Dfw Rap,Taiwan,858896
2017,Dfw Rap,Turkey,385030
2017,Dfw Rap,United States of America,592320709
2017,Disco,Australia,1873567
2017,Disco,Austria,4423
2017,Disco,Belgium,396131
2017,Disco,Canada,45761
2017,Disco,Denmark,104104
2017,Disco,France,157041
2017,Disco,Germany,74350
2017,Disco,Global,2064619
2017,Disco,Ireland,454310
2017,Disco,Netherlands,120378
2017,Disco,New Zealand,262732
2017,Disco,Poland,83035
2017,Disco,Sweden,53907
2017,Disco,Switzerland,47214
2017,Disco,United States of America,745118
2017,Diva House,Ireland,3345
2017,Double Drumming,Canada,21294
2017,Double Drumming,Ireland,3749
2017,Double Drumming,Italy,178124
2017,Double Drumming,Poland,6716
2017,Downtempo,Australia,614227
2017,Downtempo,Austria,76478
2017,Downtempo,Belgium,593232
2017,Downtempo,Brazil,38634
2017,Downtempo,Canada,139349
2017,Downtempo,Colombia,4532
2017,Downtempo,Denmark,43166
2017,Downtempo,Finland,23219
2017,Downtempo,France,233938
2017,Downtempo,Germany,888963
2017,Downtempo,Global,10348733
2017,Downtempo,Indonesia,6379
2017,Downtempo,Ireland,211473
2017,Downtempo,Italy,5819880
2017,Downtempo,Malaysia,8944
2017,Downtempo,Mexico,116420
2017,Downtempo,Netherlands,141482
2017,Downtempo,New Zealand,44106
2017,Downtempo,Norway,50692
2017,Downtempo,Poland,499349
2017,Downtempo,Portugal,664553
2017,Downtempo,Singapore,28708
2017,Downtempo,Spain,186699
2017,Downtempo,Sweden,277941
2017,Downtempo,Switzerland,148075
2017,Downtempo,Taiwan,60766
2017,Downtempo,Turkey,11944
2017,Downtempo,United States of America,1752893
2017,Drill Francais,France,4365203
2017,Dutch Hip Hop,Belgium,34426
2017,Dutch Hip Hop,Netherlands,8638274
2017,Dutch Indie,Netherlands,5807693
2017,Dutch Pop,Netherlands,43906
2017,East Coast Hip Hop,Australia,75308
2017,East Coast Hip Hop,Belgium,12101
2017,East Coast Hip Hop,Denmark,40215
2017,East Coast Hip Hop,Finland,37026
2017,East Coast Hip Hop,Germany,68550
2017,East Coast Hip Hop,Ireland,27031
2017,East Coast Hip Hop,New Zealand,7541
2017,Easy Listening,Austria,71520
2017,Easy Listening,Belgium,120207
2017,Easy Listening,Canada,969215
2017,Easy Listening,Denmark,854615
2017,Easy Listening,Germany,464240
2017,Easy Listening,Global,17579388
2017,Easy Listening,Ireland,133872
2017,Easy Listening,Malaysia,8087
2017,Easy Listening,Netherlands,131990
2017,Easy Listening,Norway,304517
2017,Easy Listening,Poland,39830
2017,Easy Listening,Singapore,32204
2017,Easy Listening,Sweden,44613
2017,Easy Listening,Switzerland,13237
2017,Easy Listening,United States of America,10475955
2017,Eau Claire Indie,Australia,106650
2017,Eau Claire Indie,Canada,45046
2017,Eau Claire Indie,Global,438573
2017,Eau Claire Indie,Ireland,15522
2017,Eau Claire Indie,Portugal,39921
2017,Eau Claire Indie,Singapore,5112
2017,Eau Claire Indie,United States of America,217118
2017,Edm,Australia,516251
2017,Edm,Austria,833591
2017,Edm,Belgium,1274548
2017,Edm,Canada,1482639
2017,Edm,Denmark,7764
2017,Edm,France,9330520
2017,Edm,Germany,6801295
2017,Edm,Global,45301631
2017,Edm,Indonesia,498614
2017,Edm,Ireland,232755
2017,Edm,Italy,747064
2017,Edm,Malaysia,342457
2017,Edm,Mexico,113470
2017,Edm,Netherlands,9328080
2017,Edm,New Zealand,8039
2017,Edm,Norway,3328042
2017,Edm,Philippines,1517209
2017,Edm,Poland,1723868
2017,Edm,Portugal,120773
2017,Edm,Singapore,1958936
2017,Edm,Spain,228331
2017,Edm,Sweden,6756380
2017,Edm,Switzerland,1883394
2017,Edm,Taiwan,814534
2017,Edm,Turkey,120353
2017,Edm,United States of America,16282594
2017,Electro,Australia,64136
2017,Electro,Ireland,4189
2017,Electro,New Zealand,8860
2017,Electro House,Argentina,1733727
2017,Electro House,Australia,2035943
2017,Electro House,Austria,2227847
2017,Electro House,Belgium,1300078
2017,Electro House,Brazil,6695481
2017,Electro House,Canada,2644248
2017,Electro House,Chile,3227803
2017,Electro House,Colombia,2393921
2017,Electro House,Costa Rica,2743544
2017,Electro House,Denmark,2664365
2017,Electro House,Ecuador,1209066
2017,Electro House,Finland,17928230
2017,Electro House,France,2526443
2017,Electro House,Germany,25193015
2017,Electro House,Global,241059530
2017,Electro House,Indonesia,14298004
2017,Electro House,Ireland,480144
2017,Electro House,Italy,5151865
2017,Electro House,Malaysia,11616446
2017,Electro House,Mexico,44596101
2017,Electro House,Netherlands,4068957
2017,Electro House,New Zealand,562800
2017,Electro House,Norway,38408112
2017,Electro House,Peru,8247394
2017,Electro House,Philippines,1488870
2017,Electro House,Poland,3447859
2017,Electro House,Portugal,891980
2017,Electro House,Singapore,8498610
2017,Electro House,Spain,7940852
2017,Electro House,Sweden,23407858
2017,Electro House,Switzerland,4549995
2017,Electro House,Taiwan,7302208
2017,Electro House,Turkey,1835694
2017,Electropop,Australia,2242494
2017,Electropop,Austria,101501
2017,Electropop,Canada,2091688
2017,Electropop,Denmark,380152
2017,Electropop,Finland,15203
2017,Electropop,France,2143235
2017,Electropop,Germany,4340503
2017,Electropop,Global,36850487
2017,Electropop,Indonesia,24610
2017,Electropop,Ireland,18210
2017,Electropop,Italy,197435
2017,Electropop,Malaysia,515969
2017,Electropop,Netherlands,22164
2017,Electropop,New Zealand,88593
2017,Electropop,Norway,28346
2017,Electropop,Philippines,377000
2017,Electropop,Poland,18733
2017,Electropop,Singapore,152266
2017,Electropop,Sweden,26396
2017,Electropop,Switzerland,161449
2017,Electropop,Turkey,2978221
2017,Electropop,United States of America,26062776
2017,Emo,Australia,82413
2017,Emo,Austria,8764
2017,Emo,Belgium,122209
2017,Emo,Canada,1338646
2017,Emo,Finland,2639695
2017,Emo,Global,29358487
2017,Emo,Ireland,260502
2017,Emo,Malaysia,25839
2017,Emo,Philippines,60718
2017,Emo,Poland,252937
2017,Emo,Portugal,135305
2017,Emo,Singapore,568704
2017,Emo,Sweden,41115
2017,Emo,Switzerland,3443
2017,Emo,Taiwan,99330
2017,Emo,United States of America,20627274
2017,Emo Rap,Argentina,1656032
2017,Emo Rap,Australia,50526540
2017,Emo Rap,Austria,981931
2017,Emo Rap,Belgium,4741135
2017,Emo Rap,Brazil,20303030
2017,Emo Rap,Canada,76583148
2017,Emo Rap,Chile,2996261
2017,Emo Rap,Colombia,628532
2017,Emo Rap,Costa Rica,777783
2017,Emo Rap,Denmark,14501336
2017,Emo Rap,Ecuador,372407
2017,Emo Rap,Finland,8403736
2017,Emo Rap,France,9804331
2017,Emo Rap,Germany,13534989
2017,Emo Rap,Global,1487532064
2017,Emo Rap,Indonesia,2437252
2017,Emo Rap,Ireland,2713566
2017,Emo Rap,Italy,33110491
2017,Emo Rap,Malaysia,1509404
2017,Emo Rap,Mexico,10968717
2017,Emo Rap,Netherlands,7705588
2017,Emo Rap,New Zealand,15942350
2017,Emo Rap,Norway,18580992
2017,Emo Rap,Peru,495933
2017,Emo Rap,Philippines,5060994
2017,Emo Rap,Poland,11764942
2017,Emo Rap,Portugal,8067016
2017,Emo Rap,Singapore,1856735
2017,Emo Rap,Spain,4630954
2017,Emo Rap,Sweden,21903585
2017,Emo Rap,Switzerland,4933573
2017,Emo Rap,Taiwan,771355
2017,Emo Rap,Turkey,1806128
2017,Emo Rap,United States of America,909352316
2017,English Indie Rock,Ireland,3797
2017,English Indie Rock,Portugal,2304
2017,Europop,Belgium,9907
2017,Europop,Denmark,76651
2017,Europop,Finland,68213
2017,Europop,Ireland,3485
2017,Europop,Sweden,515275
2017,Eurovision,Austria,269853
2017,Eurovision,Belgium,1469153
2017,Eurovision,Denmark,79317
2017,Eurovision,Finland,158461
2017,Eurovision,Germany,252284
2017,Eurovision,Global,1050839
2017,Eurovision,Ireland,12565
2017,Eurovision,Netherlands,561697
2017,Eurovision,Norway,288371
2017,Eurovision,Poland,185113
2017,Eurovision,Portugal,90102
2017,Eurovision,Spain,215391
2017,Eurovision,Sweden,5048528
2017,Eurovision,Switzerland,11987
2017,Finnish Alternative Rock,Finland,242986
2017,Finnish Alternative Rock,Norway,14046
2017,Finnish Alternative Rock,Sweden,29722
2017,Finnish Dance Pop,Finland,1002144
2017,Finnish Metal,Finland,22977
2017,Finnish Pop,Finland,9668
2017,Florida Rap,Australia,2269017
2017,Florida Rap,Austria,34981
2017,Florida Rap,Belgium,235748
2017,Florida Rap,Canada,13887732
2017,Florida Rap,Denmark,57933
2017,Florida Rap,Finland,420285
2017,Florida Rap,France,69910
2017,Florida Rap,Germany,601999
2017,Florida Rap,Global,181447898
2017,Florida Rap,Ireland,55847
2017,Florida Rap,Netherlands,1582437
2017,Florida Rap,New Zealand,951003
2017,Florida Rap,Norway,184548
2017,Florida Rap,Poland,157583
2017,Florida Rap,Portugal,72142
2017,Florida Rap,Sweden,224049
2017,Florida Rap,Switzerland,307843
2017,Florida Rap,United States of America,205230652
2017,Folk,Australia,15111
2017,Folk,France,47902
2017,Folk,Ireland,11460
2017,Folk-pop,Australia,9073442
2017,Folk-pop,Austria,1456
2017,Folk-pop,Belgium,41977
2017,Folk-pop,Canada,2789759
2017,Folk-pop,Denmark,7584
